Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;AsymtomaticCCRDiscovered
2023;0;0;17;188;121;107;130;2123;1400;4859;433;8512;8512;0.0;0.0;0.0;0.0
2024;0;0;14;195;118;113;107;2202;1365;5132;440;8806;8806;0.0;0.0;0.0;0.0
2025;0;0;17;215;121;108;130;2428;1400;4905;461;8863;8863;0.0;0.0;0.0;0.0
2026;0;0;11;209;139;125;84;2360;1608;5677;484;9729;9729;0.0;0.0;0.0;0.0
2027;0;0;18;214;111;117;138;2417;1284;5313;460;9152;9152;0.0;0.0;0.0;0.0
2028;0;0;16;250;132;117;122;2823;1527;5313;515;9785;9785;0.0;0.0;0.0;0.0
2029;0;0;27;249;123;118;206;2812;1423;5359;517;9800;9800;0.0;0.0;0.0;0.0
2030;0;0;17;258;150;121;130;2914;1735;5495;546;10274;10274;0.0;0.0;0.0;0.0
2031;0;0;22;268;157;143;168;3027;1816;6494;590;11505;11505;0.0;0.0;0.0;0.0
2032;0;0;24;268;170;155;184;3027;1966;7039;617;12216;12216;0.0;0.0;0.0;0.0
2033;0;0;22;273;143;136;168;3083;1654;6176;574;11081;11081;0.0;0.0;0.0;0.0
2034;0;0;19;248;187;149;145;2801;2163;6767;603;11876;11876;0.0;0.0;0.0;0.0
2035;0;0;14;290;142;125;107;3275;1643;5677;571;10702;10702;0.0;0.0;0.0;0.0
2036;0;0;30;255;164;143;229;2880;1897;6494;592;11500;11500;0.0;0.0;0.0;0.0
2037;0;0;29;274;151;132;222;3094;1747;5995;586;11058;11058;0.0;0.0;0.0;0.0
2038;0;0;29;272;155;131;222;3072;1793;5949;587;11036;11036;0.0;0.0;0.0;0.0
2039;0;0;28;297;174;139;214;3354;2013;6313;638;11894;11894;0.0;0.0;0.0;0.0
2040;0;0;18;285;160;152;138;3219;1851;6903;615;12111;12111;0.0;0.0;0.0;0.0
2041;0;0;18;308;153;144;138;3478;1770;6540;623;11926;11926;0.0;0.0;0.0;0.0
2042;0;0;26;278;148;144;199;3140;1712;6540;596;11591;11591;0.0;0.0;0.0;0.0
